,topleft,topright,bottomleft,bottomright,radius
3226,"{'x': -80.80800768749998, 'y': 35.268456515625004}","{'x': -80.81331090624998, 'y': 35.268456515625004}","{'x': -80.80800768749998, 'y': 35.262520968749996}","{'x': -80.81331090624998, 'y': 35.262520968749996}",408.47657492374947
3227,"{'x': -80.81331190624998, 'y': 35.268456515625004}","{'x': -80.81861412499998, 'y': 35.268456515625004}","{'x': -80.81331190624998, 'y': 35.262520968749996}","{'x': -80.81861412499998, 'y': 35.262520968749996}",408.4498241313976
3228,"{'x': -80.79739924999998, 'y': 35.2743940625}","{'x': -80.80270296874998, 'y': 35.2743940625}","{'x': -80.79739924999998, 'y': 35.268457515625}","{'x': -80.80270296874998, 'y': 35.268457515625}",408.5244699604636
3229,"{'x': -80.80270396874998, 'y': 35.2743940625}","{'x': -80.80800668749998, 'y': 35.2743940625}","{'x': -80.80270396874998, 'y': 35.268457515625}","{'x': -80.80800668749998, 'y': 35.268457515625}",408.49772370324615
3230,"{'x': -80.79739924999998, 'y': 35.268456515625004}","{'x': -80.80270296874998, 'y': 35.268456515625004}","{'x': -80.79739924999998, 'y': 35.262520968749996}","{'x': -80.80270296874998, 'y': 35.262520968749996}",408.4899515550198
3231,"{'x': -80.80270396874998, 'y': 35.268456515625004}","{'x': -80.80800668749998, 'y': 35.268456515625004}","{'x': -80.80270396874998, 'y': 35.262520968749996}","{'x': -80.80800668749998, 'y': 35.262520968749996}",408.4631991163554
3232,"{'x': -80.82922306249998, 'y': 35.286267656250004}","{'x': -80.83452603125, 'y': 35.286267656250004}","{'x': -80.82922306249998, 'y': 35.280331359375}","{'x': -80.83452603125, 'y': 35.280331359375}",408.4723873215806
3233,"{'x': -80.83452703124999, 'y': 35.286267656250004}","{'x': -80.839829, 'y': 35.286267656250004}","{'x': -80.83452703124999, 'y': 35.280331359375}","{'x': -80.839829, 'y': 35.280331359375}",408.4456492780494
3234,"{'x': -80.82922306249998, 'y': 35.280330359375}","{'x': -80.83452603125, 'y': 35.280330359375}","{'x': -80.82922306249998, 'y': 35.2743950625}","{'x': -80.83452603125, 'y': 35.2743950625}",408.4378645485947
3235,"{'x': -80.83452703124999, 'y': 35.280330359375}","{'x': -80.839829, 'y': 35.280330359375}","{'x': -80.83452703124999, 'y': 35.2743950625}","{'x': -80.839829, 'y': 35.2743950625}",408.4111203233823
3236,"{'x': -80.81861512499998, 'y': 35.286267656250004}","{'x': -80.82391859374998, 'y': 35.286267656250004}","{'x': -80.81861512499998, 'y': 35.280331359375}","{'x': -80.82391859374998, 'y': 35.280331359375}",408.4857575778674
3237,"{'x': -80.82391959374998, 'y': 35.286267656250004}","{'x': -80.82922206249998, 'y': 35.286267656250004}","{'x': -80.82391959374998, 'y': 35.280331359375}","{'x': -80.82922206249998, 'y': 35.280331359375}",408.4590178875211
3238,"{'x': -80.81861512499998, 'y': 35.280330359375}","{'x': -80.82391859374998, 'y': 35.280330359375}","{'x': -80.81861512499998, 'y': 35.2743950625}","{'x': -80.82391859374998, 'y': 35.2743950625}",408.4512378958002
3239,"{'x': -80.82391959374998, 'y': 35.280330359375}","{'x': -80.82922206249998, 'y': 35.280330359375}","{'x': -80.82391959374998, 'y': 35.2743950625}","{'x': -80.82922206249998, 'y': 35.2743950625}",408.4244920236684
3240,"{'x': -80.82922306249998, 'y': 35.29814225}","{'x': -80.83452603125, 'y': 35.29814225}","{'x': -80.82922306249998, 'y': 35.292205453125}","{'x': -80.83452603125, 'y': 35.292205453125}",408.47405193685876
3241,"{'x': -80.83452703124999, 'y': 35.29814225}","{'x': -80.839829, 'y': 35.29814225}","{'x': -80.83452703124999, 'y': 35.292205453125}","{'x': -80.839829, 'y': 35.292205453125}",408.44732184576765
3242,"{'x': -80.82922306249998, 'y': 35.292204453125}","{'x': -80.83452603125, 'y': 35.292204453125}","{'x': -80.82922306249998, 'y': 35.28626865625}","{'x': -80.83452603125, 'y': 35.28626865625}",408.4395279156907
3243,"{'x': -80.83452703124999, 'y': 35.292204453125}","{'x': -80.839829, 'y': 35.292204453125}","{'x': -80.83452703124999, 'y': 35.28626865625}","{'x': -80.839829, 'y': 35.28626865625}",408.4127916426307
3244,"{'x': -80.81861512499998, 'y': 35.29814225}","{'x': -80.82391859374998, 'y': 35.29814225}","{'x': -80.81861512499998, 'y': 35.292205453125}","{'x': -80.82391859374998, 'y': 35.292205453125}",408.4874182167562
3245,"{'x': -80.82391959374998, 'y': 35.29814225}","{'x': -80.82922206249998, 'y': 35.29814225}","{'x': -80.82391959374998, 'y': 35.292205453125}","{'x': -80.82922206249998, 'y': 35.292205453125}",408.46068647907606
3246,"{'x': -80.81861512499998, 'y': 35.292204453125}","{'x': -80.82391859374998, 'y': 35.292204453125}","{'x': -80.81861512499998, 'y': 35.28626865625}","{'x': -80.82391859374998, 'y': 35.28626865625}",408.45289728665085
3247,"{'x': -80.82391959374998, 'y': 35.292204453125}","{'x': -80.82922206249998, 'y': 35.292204453125}","{'x': -80.82391959374998, 'y': 35.28626865625}","{'x': -80.82922206249998, 'y': 35.28626865625}",408.4261593668972
3248,"{'x': -80.80800768749998, 'y': 35.286267656250004}","{'x': -80.81331090624998, 'y': 35.286267656250004}","{'x': -80.80800768749998, 'y': 35.280331359375}","{'x': -80.81331090624998, 'y': 35.280331359375}",408.4790723460956
3249,"{'x': -80.81331190624998, 'y': 35.286267656250004}","{'x': -80.81861412499998, 'y': 35.286267656250004}","{'x': -80.81331190624998, 'y': 35.280331359375}","{'x': -80.81861412499998, 'y': 35.280331359375}",408.4523334802766
3250,"{'x': -80.80800768749998, 'y': 35.280330359375}","{'x': -80.81331090624998, 'y': 35.280330359375}","{'x': -80.80800768749998, 'y': 35.2743950625}","{'x': -80.81331090624998, 'y': 35.2743950625}",408.44455111856234
3251,"{'x': -80.81331190624998, 'y': 35.280330359375}","{'x': -80.81861412499998, 'y': 35.280330359375}","{'x': -80.81331190624998, 'y': 35.2743950625}","{'x': -80.81861412499998, 'y': 35.2743950625}",408.4178060710103
3252,"{'x': -80.79739924999998, 'y': 35.286267656250004}","{'x': -80.80270296874998, 'y': 35.286267656250004}","{'x': -80.79739924999998, 'y': 35.280331359375}","{'x': -80.80270296874998, 'y': 35.280331359375}",408.4924430138456
3253,"{'x': -80.80270396874998, 'y': 35.286267656250004}","{'x': -80.80800668749998, 'y': 35.286267656250004}","{'x': -80.80270396874998, 'y': 35.280331359375}","{'x': -80.80800668749998, 'y': 35.280331359375}",408.46570250205247
3254,"{'x': -80.79739924999998, 'y': 35.280330359375}","{'x': -80.80270296874998, 'y': 35.280330359375}","{'x': -80.79739924999998, 'y': 35.2743950625}","{'x': -80.80270296874998, 'y': 35.2743950625}",408.4579248772572
3255,"{'x': -80.80270396874998, 'y': 35.280330359375}","{'x': -80.80800668749998, 'y': 35.280330359375}","{'x': -80.80270396874998, 'y': 35.2743950625}","{'x': -80.80800668749998, 'y': 35.2743950625}",408.4311781836267
3256,"{'x': -80.80800768749998, 'y': 35.29814225}","{'x': -80.81331090624998, 'y': 35.29814225}","{'x': -80.80800768749998, 'y': 35.292205453125}","{'x': -80.81331090624998, 'y': 35.292205453125}",408.48073497319353
3257,"{'x': -80.81331190624998, 'y': 35.29814225}","{'x': -80.81861412499998, 'y': 35.29814225}","{'x': -80.81331190624998, 'y': 35.292205453125}","{'x': -80.81861412499998, 'y': 35.292205453125}",408.4540040599273
3258,"{'x': -80.80800768749998, 'y': 35.292204453125}","{'x': -80.81331090624998, 'y': 35.292204453125}","{'x': -80.80800768749998, 'y': 35.28626865625}","{'x': -80.81331090624998, 'y': 35.28626865625}",408.44621249755005
3259,"{'x': -80.81331190624998, 'y': 35.292204453125}","{'x': -80.81861412499998, 'y': 35.292204453125}","{'x': -80.81331190624998, 'y': 35.28626865625}","{'x': -80.81861412499998, 'y': 35.28626865625}",408.41947540226295
3260,"{'x': -80.79739924999998, 'y': 35.29814225}","{'x': -80.80270296874998, 'y': 35.29814225}","{'x': -80.79739924999998, 'y': 35.292205453125}","{'x': -80.80270296874998, 'y': 35.292205453125}",408.4941016644977
3261,"{'x': -80.80270396874998, 'y': 35.29814225}","{'x': -80.80800668749998, 'y': 35.29814225}","{'x': -80.80270396874998, 'y': 35.292205453125}","{'x': -80.80800668749998, 'y': 35.292205453125}",408.467369105483
3262,"{'x': -80.79739924999998, 'y': 35.292204453125}","{'x': -80.80270296874998, 'y': 35.292204453125}","{'x': -80.79739924999998, 'y': 35.28626865625}","{'x': -80.80270296874998, 'y': 35.28626865625}",408.45958227994294
3263,"{'x': -80.80270396874998, 'y': 35.292204453125}","{'x': -80.80800668749998, 'y': 35.292204453125}","{'x': -80.80270396874998, 'y': 35.28626865625}","{'x': -80.80800668749998, 'y': 35.28626865625}",408.43284353880296
3264,"{'x': -80.78679206249998, 'y': 35.26251996875}","{'x': -80.79209515624999, 'y': 35.26251996875}","{'x': -80.78679206249998, 'y': 35.256583921875}","{'x': -80.79209515624999, 'y': 35.256583921875}",408.50608365282955
3265,"{'x': -80.79209615624998, 'y': 35.26251996875}","{'x': -80.79739824999999, 'y': 35.26251996875}","{'x': -80.79209615624998, 'y': 35.256583921875}","{'x': -80.79739824999999, 'y': 35.256583921875}",408.4793315029154
3266,"{'x': -80.78679206249998, 'y': 35.256582921875}","{'x': -80.79209515624999, 'y': 35.256582921875}","{'x': -80.78679206249998, 'y': 35.250647875}","{'x': -80.79209515624999, 'y': 35.250647875}",408.47156262641386
3267,"{'x': -80.79209615624998, 'y': 35.256582921875}","{'x': -80.79739824999999, 'y': 35.256582921875}","{'x': -80.79209615624998, 'y': 35.250647875}","{'x': -80.79739824999999, 'y': 35.250647875}",408.4448042954714
3268,"{'x': -80.77618387499999, 'y': 35.26251996875}","{'x': -80.78148746874999, 'y': 35.26251996875}","{'x': -80.77618387499999, 'y': 35.256583921875}","{'x': -80.78148746874999, 'y': 35.256583921875}",408.51946096262236
3269,"{'x': -80.78148846874998, 'y': 35.26251996875}","{'x': -80.78679106249999, 'y': 35.26251996875}","{'x': -80.78148846874998, 'y': 35.256583921875}","{'x': -80.78679106249999, 'y': 35.256583921875}",408.49270716623374
3270,"{'x': -80.77618387499999, 'y': 35.256582921875}","{'x': -80.78148746874999, 'y': 35.256582921875}","{'x': -80.77618387499999, 'y': 35.250647875}","{'x': -80.78148746874999, 'y': 35.250647875}",408.4849430267986
3271,"{'x': -80.78148846874998, 'y': 35.256582921875}","{'x': -80.78679106249999, 'y': 35.256582921875}","{'x': -80.78148846874998, 'y': 35.250647875}","{'x': -80.78679106249999, 'y': 35.250647875}",408.4581830492778
3272,"{'x': -80.78679206249998, 'y': 35.2743940625}","{'x': -80.79209515624999, 'y': 35.2743940625}","{'x': -80.78679206249998, 'y': 35.268457515625}","{'x': -80.79209515624999, 'y': 35.268457515625}",408.5077531637933
3273,"{'x': -80.79209615624998, 'y': 35.2743940625}","{'x': -80.79739824999999, 'y': 35.2743940625}","{'x': -80.79209615624998, 'y': 35.268457515625}","{'x': -80.79739824999999, 'y': 35.268457515625}",408.48100896360165
3274,"{'x': -80.78679206249998, 'y': 35.268456515625004}","{'x': -80.79209515624999, 'y': 35.268456515625004}","{'x': -80.78679206249998, 'y': 35.262520968749996}","{'x': -80.79209515624999, 'y': 35.262520968749996}",408.4732308949208
3275,"{'x': -80.79209615624998, 'y': 35.268456515625004}","{'x': -80.79739824999999, 'y': 35.268456515625004}","{'x': -80.79209615624998, 'y': 35.262520968749996}","{'x': -80.79739824999999, 'y': 35.262520968749996}",408.446480513412
3276,"{'x': -80.77618387499999, 'y': 35.2743940625}","{'x': -80.78148746874999, 'y': 35.2743940625}","{'x': -80.77618387499999, 'y': 35.268457515625}","{'x': -80.78148746874999, 'y': 35.268457515625}",408.5211264985557
3277,"{'x': -80.78148846874998, 'y': 35.2743940625}","{'x': -80.78679106249999, 'y': 35.2743940625}","{'x': -80.78148846874998, 'y': 35.268457515625}","{'x': -80.78679106249999, 'y': 35.268457515625}",408.49438065211507
3278,"{'x': -80.77618387499999, 'y': 35.268456515625004}","{'x': -80.78148746874999, 'y': 35.268456515625004}","{'x': -80.77618387499999, 'y': 35.262520968749996}","{'x': -80.78148746874999, 'y': 35.262520968749996}",408.4866073204197
3279,"{'x': -80.78148846874998, 'y': 35.268456515625004}","{'x': -80.78679106249999, 'y': 35.268456515625004}","{'x': -80.78148846874998, 'y': 35.262520968749996}","{'x': -80.78679106249999, 'y': 35.262520968749996}",408.45985529255796
3280,"{'x': -80.76557618749999, 'y': 35.26251996875}","{'x': -80.77087953124999, 'y': 35.26251996875}","{'x': -80.76557618749999, 'y': 35.256583921875}","{'x': -80.77087953124999, 'y': 35.256583921875}",408.51277220483144
3281,"{'x': -80.77088053124999, 'y': 35.26251996875}","{'x': -80.77618287499999, 'y': 35.26251996875}","{'x': -80.77088053124999, 'y': 35.256583921875}","{'x': -80.77618287499999, 'y': 35.256583921875}",408.48601923165984
3282,"{'x': -80.76557618749999, 'y': 35.256582921875}","{'x': -80.77087953124999, 'y': 35.256582921875}","{'x': -80.76557618749999, 'y': 35.250647875}","{'x': -80.77087953124999, 'y': 35.250647875}",408.4782527237052
3283,"{'x': -80.77088053124999, 'y': 35.256582921875}","{'x': -80.77618287499999, 'y': 35.256582921875}","{'x': -80.77088053124999, 'y': 35.250647875}","{'x': -80.77618287499999, 'y': 35.250647875}",408.45149356945336
3284,"{'x': -80.75496749999999, 'y': 35.26251996875}","{'x': -80.76027134374999, 'y': 35.26251996875}","{'x': -80.75496749999999, 'y': 35.256583921875}","{'x': -80.76027134374999, 'y': 35.256583921875}",408.52614992619215
3285,"{'x': -80.76027234374999, 'y': 35.26251996875}","{'x': -80.76557518749999, 'y': 35.26251996875}","{'x': -80.76027234374999, 'y': 35.256583921875}","{'x': -80.76557518749999, 'y': 35.256583921875}",408.49939530662704
3286,"{'x': -80.75496749999999, 'y': 35.256582921875}","{'x': -80.76027134374999, 'y': 35.256582921875}","{'x': -80.75496749999999, 'y': 35.250647875}","{'x': -80.76027134374999, 'y': 35.250647875}",408.49163353568395
3287,"{'x': -80.76027234374999, 'y': 35.256582921875}","{'x': -80.76557518749999, 'y': 35.256582921875}","{'x': -80.76027234374999, 'y': 35.250647875}","{'x': -80.76557518749999, 'y': 35.250647875}",408.46487273493466
3288,"{'x': -80.76557618749999, 'y': 35.2743940625}","{'x': -80.77087953124999, 'y': 35.2743940625}","{'x': -80.76557618749999, 'y': 35.268457515625}","{'x': -80.77087953124999, 'y': 35.268457515625}",408.51443972829395
3289,"{'x': -80.77088053124999, 'y': 35.2743940625}","{'x': -80.77618287499999, 'y': 35.2743940625}","{'x': -80.77088053124999, 'y': 35.268457515625}","{'x': -80.77618287499999, 'y': 35.268457515625}",408.4876947049576
3290,"{'x': -80.76557618749999, 'y': 35.268456515625004}","{'x': -80.77087953124999, 'y': 35.268456515625004}","{'x': -80.76557618749999, 'y': 35.262520968749996}","{'x': -80.77087953124999, 'y': 35.262520968749996}",408.47991900478326
3291,"{'x': -80.77088053124999, 'y': 35.268456515625004}","{'x': -80.77618287499999, 'y': 35.268456515625004}","{'x': -80.77088053124999, 'y': 35.262520968749996}","{'x': -80.77618287499999, 'y': 35.262520968749996}",408.4531678000778
3292,"{'x': -80.75496749999999, 'y': 35.2743940625}","{'x': -80.76027134374999, 'y': 35.2743940625}","{'x': -80.75496749999999, 'y': 35.268457515625}","{'x': -80.76027134374999, 'y': 35.268457515625}",408.5278134745682
3293,"{'x': -80.76027234374999, 'y': 35.2743940625}","{'x': -80.76557518749999, 'y': 35.2743940625}","{'x': -80.76027234374999, 'y': 35.268457515625}","{'x': -80.76557518749999, 'y': 35.268457515625}",408.5010668050636
3294,"{'x': -80.75496749999999, 'y': 35.268456515625004}","{'x': -80.76027134374999, 'y': 35.268456515625004}","{'x': -80.75496749999999, 'y': 35.262520968749996}","{'x': -80.76027134374999, 'y': 35.262520968749996}",408.49329584182
3295,"{'x': -80.76027234374999, 'y': 35.268456515625004}","{'x': -80.76557518749999, 'y': 35.268456515625004}","{'x': -80.76027234374999, 'y': 35.262520968749996}","{'x': -80.76557518749999, 'y': 35.262520968749996}",408.46654299084236
3296,"{'x': -80.78679206249998, 'y': 35.286267656250004}","{'x': -80.79209515624999, 'y': 35.286267656250004}","{'x': -80.78679206249998, 'y': 35.280331359375}","{'x': -80.79209515624999, 'y': 35.280331359375}",408.4757298081204
3297,"{'x': -80.79209615624998, 'y': 35.286267656250004}","{'x': -80.79739824999999, 'y': 35.286267656250004}","{'x': -80.79209615624998, 'y': 35.280331359375}","{'x': -80.79739824999999, 'y': 35.280331359375}",408.44899135306025
3298,"{'x': -80.78679206249998, 'y': 35.280330359375}","{'x': -80.79209515624999, 'y': 35.280330359375}","{'x': -80.78679206249998, 'y': 35.2743950625}","{'x': -80.79209515624999, 'y': 35.2743950625}",408.4412078078592
3299,"{'x': -80.79209615624998, 'y': 35.280330359375}","{'x': -80.79739824999999, 'y': 35.280330359375}","{'x': -80.79209615624998, 'y': 35.2743950625}","{'x': -80.79739824999999, 'y': 35.2743950625}",408.4144631710918
3300,"{'x': -80.77618387499999, 'y': 35.286267656250004}","{'x': -80.78148746874999, 'y': 35.286267656250004}","{'x': -80.77618387499999, 'y': 35.280331359375}","{'x': -80.78148746874999, 'y': 35.280331359375}",408.48910027014136
3301,"{'x': -80.78148846874998, 'y': 35.286267656250004}","{'x': -80.78679106249999, 'y': 35.286267656250004}","{'x': -80.78148846874998, 'y': 35.280331359375}","{'x': -80.78679106249999, 'y': 35.280331359375}",408.46236016906647
3302,"{'x': -80.77618387499999, 'y': 35.280330359375}","{'x': -80.78148746874999, 'y': 35.280330359375}","{'x': -80.77618387499999, 'y': 35.2743950625}","{'x': -80.78148746874999, 'y': 35.2743950625}",408.45458136081186
3303,"{'x': -80.78148846874998, 'y': 35.280330359375}","{'x': -80.78679106249999, 'y': 35.280330359375}","{'x': -80.78148846874998, 'y': 35.2743950625}","{'x': -80.78679106249999, 'y': 35.2743950625}",408.42783507792564
3304,"{'x': -80.78679206249998, 'y': 35.29814225}","{'x': -80.79209515624999, 'y': 35.29814225}","{'x': -80.78679206249998, 'y': 35.292205453125}","{'x': -80.79209515624999, 'y': 35.292205453125}",408.4773934293119
3305,"{'x': -80.79209615624998, 'y': 35.29814225}","{'x': -80.79739824999999, 'y': 35.29814225}","{'x': -80.79209615624998, 'y': 35.292205453125}","{'x': -80.79739824999999, 'y': 35.292205453125}",408.4506629267484
3306,"{'x': -80.78679206249998, 'y': 35.292204453125}","{'x': -80.79209515624999, 'y': 35.292204453125}","{'x': -80.78679206249998, 'y': 35.28626865625}","{'x': -80.79209515624999, 'y': 35.28626865625}",408.44287018090455
3307,"{'x': -80.79209615624998, 'y': 35.292204453125}","{'x': -80.79739824999999, 'y': 35.292204453125}","{'x': -80.79209615624998, 'y': 35.28626865625}","{'x': -80.79739824999999, 'y': 35.28626865625}",408.4161334963461
3308,"{'x': -80.77618387499999, 'y': 35.29814225}","{'x': -80.78148746874999, 'y': 35.29814225}","{'x': -80.77618387499999, 'y': 35.292205453125}","{'x': -80.78148746874999, 'y': 35.292205453125}",408.4907599149153
